MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.75,0.75,0.4563065047265611,0.37697547976563284,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.8636363636363636,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.6666666666666667,1.0000000000000002,0.002834868887313962,0.0,0.0,0.6734788666976312,0.8363275773565513,1.0,1.0,1.0,1.0,0.5594749576112918,0.0,0.0,0.5229543277684932,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.0,0.75,0.018691588785046728,1.0,0.75,0.4301833568406206,0.5,0.5,1.0,0.11668611435239205,0.03290676416819013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.4511884242141584,0.39937209015690844,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.3602941176470588,0.04918032786885246,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.03375,0.6666666666666666,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.14280652019844084,0.0,0.0,0.114723641430562,0.7984022618332411,1.0,1.0,1.0,1.0,0.4342230532829072,0.0,0.0,0.40587844342608337,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.0,0.75,0.4579439252336448,0.5,0.25,0.22002820874471085,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.3897499291385542,0.3470092482940297,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.03676470588235294,0.09836065573770493,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.2575,0.9999999999999999,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,1.0000000000000002,0.08079376328844791,0.0,0.0,0.6019507663725034,0.8567579810144467,1.0,1.0,1.0,1.0,0.6269482779789541,0.0,0.0,0.5860232183687666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.9999999999999999,0.33333333333333337,1.0,0.3333333333333333,0.8,0.75,0.04672897196261682,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.22870478413068843,0.14990859232175502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.4401008009550651,0.4936125296548233,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.0661764705882353,0.16393442622950818,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,1.0,1.0000000000000002,0.2556697377746279,0.0,0.0,0.018114259173246633,0.8375718714588041,1.0,1.0,1.0,1.0,0.5666374119494657,0.0,0.0,0.5296492413524438,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.4,0.75,0.08411214953271028,0.5,0.5,0.3624823695345557,0.5,0.5,1.0,0.4690781796966161,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,1.0,0.0,0.0
0.75,0.75,0.5733171923045908,0.4026307277178083,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.3235294117647059,0.7377049180327869,0.0,0.0,0.6000000000000001,0.7000000000000001,0.6666666666666666,0.17,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.6000000000000001,0.08681785967399008,0.0,0.0,0.43427775197398977,0.8330760656725553,1.0,0.75,1.0,1.0,0.5487365359331338,0.0,0.0,0.5129168738778449,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.41666666666666663,1.0,0.3333333333333333,0.8,0.75,0.411214953271028,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.41326840656122976,0.37352416376606246,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.0,0.01639344262295082,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.47875,0.9999999999999999,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,1.0000000000000002,0.27285613040396883,0.0,0.0,0.07524384579656293,0.8534386742455395,1.0,1.0,1.0,1.0,0.6159859566872519,0.0,0.0,0.5757764802728182,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.9999999999999999,0.41666666666666663,1.0,0.3333333333333333,0.8,0.75,0.0,1.0,0.75,0.7418899858956276,0.5,0.5,1.0,0.0,0.1316270566727605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.0,0.0
0.75,0.75,0.6474473102548861,0.43366069064143087,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.8360427310729215,0.8598566204225236,1.0,1.0,1.0,1.0,0.637181824657032,0.0,0.0,0.5955887537889235,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.9999999999999999,0.41666666666666663,1.0,0.0,0.0,0.75,0.018691588785046728,1.0,0.5,0.49506346967559944,0.5,0.5,1.0,0.3360560093348891,0.24862888482632542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.6666666666666666,0.75,0.0,0.0,0.0
0.25,0.75,0.4244982886945865,0.37370264245897644,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.2,1.0,0.25,0.2,0.4444444444444445,0.75,0.7941176470588235,0.09836065573770493,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.1920623671155209,0.0,0.0,0.08732001857872736,0.8200571380316235,1.0,0.75,1.0,1.0,0.5057403088262586,0.4957264957264958,0.0,0.6666110108112142,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.33333333333333337,0.5833333333333334,1.0,0.0,0.0,0.75,0.2776077781127518,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.12797074954296161,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.6666666666666666,0.75,0.0,0.0,1.0
0.5833333333333333,0.25,0.4401008009550651,0.26744909866142375,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,1.0,0.7777777777777777,0.75,0.6102941176470588,0.21311475409836064,1.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.33333333333333337,0.75,1.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.2731072921504877,0.7316516487634339,1.0,0.25,1.0,1.0,0.3455331976281526,0.4449786324786325,0.0,0.5682107965440775,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.25,0.7757009345794392,0.0,0.25,0.1607898448519041,0.5,0.5,1.0,0.22403733955659275,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.6666666666666666,0.75,1.0,0.0,0.0
1.0,0.75,0.4903065586553299,0.4995169152848562,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5454545454545454,0.6000000000000001,1.0,0.75,1.0,0.6666666666666665,0.5,0.20588235294117646,0.4754098360655738,0.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.115,0.33333333333333337,0.5,0.5,0.6666666666666666,0.6666666666666667,0.0,0.6000000000000001,0.13997165131112688,0.2,1.0,0.06177426846261031,0.83039035317121,1.0,0.5,1.0,1.0,0.5398667190145297,0.7435897435897436,0.0,0.7499441158627422,0.3333333333333333,0.0,1.0,0.5,0.625,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.6000000000000001,0.75,0.2616822429906542,0.5,0.5,0.39774330042313116,0.5,0.5,1.0,0.0,0.20475319926873858,0.0,0.0,1.0,0.7032520325203252,1.0,0.75,0.0,1.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
0.0,0.25,0.31628002743472483,0.29679401332963495,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.75,0.5147058823529411,0.13114754098360656,1.0,0.0,0.4,0.4,0.0,0.27187500000000003,0.33333333333333337,0.5,0.25,0.0,0.6666666666666667,0.0,0.4000000000000001,0.029766123316796598,0.0,0.0,0.3432419879238272,0.7812990283570745,1.0,0.5,1.0,1.0,0.46126916331167545,0.0,0.0,0.4311590750190244,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.41666666666666663,1.0,0.0,0.0,0.25,0.11214953271028036,0.0,0.5,0.47390691114245415,0.5,0.5,1.0,0.0,0.1316270566727605,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,0.6666666666666666,0.0,0.0,0.0,0.0
